m_c dominance
"
41.37%
"
"
2.44%
"
"
3.51%
"
"
"
"
0.99%
"
"
1.19%
"
"
2.39%
"
"
1.94%
"
"
1.14%
 "
"
1.76%
"
"
0.64%
"
"
0.60%
"
"
"
"
0.52%
"
"
0.44%
"
"
0.43%
"
"
"
"
"
"
0.32%
"
"
0.29%
"
"
0.67%
"
"
"
"
0.31%
"
"
"
"
0.30%
"
"
0.51%
"
"
0.27%
"
"
"
"
0.26%
"
"
"
"
0.23%
"
"
"
"
0.28%
"
"
0.21%
"
"
"
"
0.16%
"
"
0.21%
"
"
0.20%
"
"
0.20%
"
"
"
"
0.16%
"
"
0.16%
"
"
0.15%
"
"
0.14%
"
"
0.13%
"
"
0.13%
"
"
"
"
"
"
0.12%
"
"
0.12%
"
"
"
"
"
"
"
"
"
"
0.12%
"
"
"
"
0.14%
"
"
0.10%
"
"
"
"
0.09%
"
"
0.09%
"
"
"
"
"
"
0.10%
"
"
0.09%
"
"
"
"
"
"
0.08%
"
"
0.08%
"
"
0.07%
"
"
"
"
0.07%
"
"
0.07%
"
"
0.07%
"
"
"
"
"
"
0.08%
"
"
"
"
0.06%
"
"
"
"
0.06%
"
"
0.08%
"
"
"
"
0.09%
"
"
"
"
0.07%
"
"
0.07%
"
"
0.06%
"
"
"
"
"
"
0.04%
"
"
0.06%
"
"
"
"
0.05%
"
"
0.05%
"
"
0.04%
"
"
0.04%
"
"
"
"
0.04%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
"
"
0.00%
"
"
"
"
0.00%
"
"
0.00%
"
"
"
"
0.00%
"
"
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
"
"
0.00%
"
"
"
"
0.00%
"
"
"
"
0.00%
"
"
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
"
"
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
"
"
0.00%
"
"
0.00%
"
"
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
"
"
0.00%
"
"
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
"
"
0.00%
"
"
0.00%
"
"
"
"
"
"
0.00%
"
"
0.00%
"
"
 0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
"
0.00%
"
